Fiscal Year,Agency Name,Title Description,Base Salary,Pay Basis,Regular Hours,Regular Gross Paid,Total Other Pay
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1831,$75112.19,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COUNTY DETECTIVE                                            ,$45507.00, per Annum,1830,$46011.80,$8225.80
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1809.87,$35028.95,$8.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$80500.00, per Annum,1830,$80364.21,$1500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$25.36, per Hour,1454.97,$36472.94,$3952.38
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$36078.00, per Annum,1830,$35690.51,$2101.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,REPORTER/ STENOGRAPHER                                      ,$79096.00, per Annum,1830,$81803.18,$803.32
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,585,$20885.27,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,INTERPRETER                                                 ,$56051.00, per Annum,1830,$55449.20,$303.32
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$62340.00, per Annum,1830,$56638.72,$82.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$112500.00, per Annum,1830,$111620.14,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$68578.00, per Annum,1830,$67841.48,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$67650.00, per Annum,1635,$56816.70,$724.32
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$82000.00, per Annum,1670,$70913.73,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1750.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$163000.00, per Annum,545,$115949.45,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$94640.00, per Annum,1830,$93623.83,$57.63
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$12.00, per Hour,383,$3468.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39236.00, per Annum,46.48,$2805.16,$13.59
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$68500.00, per Annum,1831,$68969.71,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$99500.00, per Annum,720,$43072.37,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,SECRETARY                                                   ,$84504.00, per Annum,1830,$81727.02,$4440.95
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65000.00, per Annum,1831,$66574.92,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39658.00, per Annum,1804.4,$38672.58,$784.51
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39236.00, per Annum,98.47,$4088.75,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$110000.00, per Annum,1831,$109228.60,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$45641.00, per Annum,1830,$45146.50,$1059.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$128500.00, per Annum,1830,$128241.55,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,894.43,$16399.69,$741.76
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$113000.00, per Annum,1830,$112117.33,$250.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$56394.00, per Annum,1759.25,$55275.95,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65500.00, per Annum,1830,$67015.17,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$86000.00, per Annum,1831,$85172.70,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$44954.00, per Annum,1830,$43903.91,$41.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$75000.00, per Annum,996.5,$36946.67,$16.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,PAINTER                                                     ,$266.42, per Day,0,$3220.24,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COUNTY DETECTIVE                                            ,$45690.00, per Annum,1830,$46198.23,$8465.87
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$37371.00, per Annum,1830,$31778.55,$126.85
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$71227.00, per Annum,1830,$66500.75,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$81848.00, per Annum,1830,$80964.77,$848.87
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43299.00, per Annum,450,$12429.71,$41.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$85000.00, per Annum,1830,$84880.12,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$83500.00, per Annum,1831,$82639.97,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,REPORTER/ STENOGRAPHER                                      ,$53986.00, per Annum,1635,$48029.92,$1653.26
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,1830,$77350.90,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43675.00, per Annum,407.27,$11518.21,$119.66
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$55866.00, per Annum,1830,$55261.80,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$152500.00, per Annum,1831,$151348.47,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$127500.00, per Annum,1830,$126353.77,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$81004.00, per Annum,1830,$78375.76,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$80500.00, per Annum,1830,$80004.21,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$130000.00, per Annum,1830,$128933.61,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$88266.00, per Annum,1830,$87318.25,$2239.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE PROJECT MANAGER                              ,$98323.00, per Annum,1831,$97521.93,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46020.00, per Annum,1830,$45521.53,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$36625.00, per Annum,234.55,$6399.72,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,794.95,$14359.90,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$42610.00, per Annum,143.88,$5334.62,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$192000.00, per Annum,1830,$198975.19,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$94500.00, per Annum,1831,$93627.16,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$62500.00, per Annum,1488,$47575.09,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$96000.00, per Annum,1830,$88133.23,$467.12
2016,DISTRICT ATTORNEY-MANHATTAN   ,PRINCIPAL ADMINISTRATIVE ASSOCIATE    ,$53983.00, per Annum,1830,$52608.04,$3849.47
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$42477.00, per Annum,1830,$41014.27,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$110500.00, per Annum,1831,$110901.94,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$95500.00, per Annum,1830,$95090.96,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1750.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$108000.00, per Annum,1502,$87880.02,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$45000.00, per Annum,340,$6024.59,$280.22
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$37239.00, per Annum,1764.92,$35373.91,$3092.35
2016,POLICE DEPARTMENT,POLICE OFFICER,$78026.00,per Annum,2091.42,$84324.25,$20471.56
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$66776.00, per Annum,1830,$66054.59,$4203.19
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$61733.00, per Annum,1830,$57610.56,$5.98
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$42243.00, per Annum,375,$6463.40,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46736.00, per Annum,369,$6997.64,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,622.37,$14312.94,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1350.92,$25764.06,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$52191.00, per Annum,1247.33,$37664.05,$87.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,CITY CUSTODIAL ASSISTANT                                    ,$38338.00, per Annum,2091.42,$37926.33,$3259.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$168000.00, per Annum,1830,$166730.76,$1000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$90000.00, per Annum,1831,$89197.23,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$44909.00, per Annum,1830,$41812.37,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1831,$71928.08,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT MEDIA SERVICES TECHNICAN                          ,$33666.00, per Annum,1460,$24629.29,$750.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$128000.00, per Annum,1831,$127040.34,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$68500.00, per Annum,1831,$68430.21,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$145250.00, per Annum,1165,$91662.35,$1000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$68500.00, per Annum,1831,$69069.71,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1661,$64245.94,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1830,$74373.85,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$117000.00, per Annum,225.65,$19875.41,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$88552.00, per Annum,1830,$85222.02,$54.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$50458.00, per Annum,1830,$48389.43,$1016.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$121470.00, per Annum,1830,$120165.48,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$170000.00, per Annum,1831,$169600.69,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$42610.00, per Annum,234.27,$7438.95,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$128500.00, per Annum,1831,$128445.72,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$147500.00, per Annum,1831,$146344.38,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1523,$29284.19,$33.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$97500.00, per Annum,1831,$96611.29,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1775,$34331.14,$156.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$73000.00, per Annum,0,$2479.74,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$90000.00, per Annum,1830,$85168.46,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CITY CUSTODIAL ASSISTANT                                    ,$29011.00, per Annum,549.57,$6276.80,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1830,$71445.45,$250.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CITY CUSTODIAL ASSISTANT                                    ,$29011.00, per Annum,71,$984.67,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$45331.00, per Annum,304.87,$9728.61,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$82059.00, per Annum,1830,$81177.96,$135.57
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$74365.00, per Annum,0,$580.60,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,130,$718.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST               ,$86000.00, per Annum,1831,$85264.75,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65500.00, per Annum,1831,$65012.12,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$53796.00, per Annum,1830,$51098.52,$46.19
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$174750.00, per Annum,1831,$173568.91,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$121500.00, per Annum,1830,$120978.62,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,SECRETARY                                                   ,$37515.00, per Annum,1830,$37107.72,$4432.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$51250.00, per Annum,1699.5,$49705.09,$102.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$171250.00, per Annum,1830,$178336.08,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$50000.00, per Annum,200,$2868.85,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,REPORTER/ STENOGRAPHER                                      ,$81526.00, per Annum,1830,$85116.71,$4424.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1830,$71305.45,$0.00
